timestamp,symbol,tipo,probabilidad,precio
2026-08-10 20:43:25.643456,PROMUSDT,COMPRA,0.7336382267475128,2.617
2026-08-10 20:43:27.936177,WLFIUSDT,COMPRA,0.6174936113357543,0.056
